quarter,CPI_YoY,CPIF_YoY,FX_YoY,EX_YoY,country
1980-01-01,,,,,TUN
1980-04-01,,,,,TUN
1980-07-01,,,,,TUN
1980-10-01,,,,,TUN
1981-01-01,,,7.887628328689589,,TUN
1981-04-01,,,23.433253784319973,,TUN
1981-07-01,,,31.997836658340418,,TUN
1981-10-01,,,24.367037633527723,,TUN
1982-01-01,,,24.259466178327816,,TUN
1982-04-01,,,14.53781235187872,,TUN
1982-07-01,,,17.5308097535805,,TUN
1982-10-01,,,22.802126600367224,,TUN
1983-01-01,,,17.235500202552156,,TUN
1983-04-01,,,16.78753461503575,,TUN
1983-07-01,,,12.91533698342462,,TUN
1983-10-01,,,13.196241032463307,,TUN
1984-01-01,,,15.576826487601725,,TUN
1984-04-01,,,10.429187825775,,TUN
1984-07-01,,,13.867711835460472,,TUN
1984-10-01,,,17.7794362237629,,TUN
1985-01-01,,,22.978723573066205,,TUN
1985-04-01,,,16.334319564900813,,TUN
1985-07-01,,,0.11054563657599825,,TUN
1985-10-01,,,-6.912186951786959,,TUN
1986-01-01,,,-18.07679428507646,,TUN
1986-04-01,,,-11.6880847924836,,TUN
1986-07-01,,,2.164718628247586,,TUN
1986-10-01,,,10.607478670441761,,TUN
1987-01-01,,,11.946772032608944,,TUN
1987-04-01,,,9.56410876398568,,TUN
1987-07-01,,,4.127579737335818,,TUN
1987-10-01,,,-6.392184765677589,,TUN
1988-01-01,,,-1.5010750943243112,,TUN
1988-04-01,,,0.29492015087071444,,TUN
1988-07-01,,,5.849980415197797,,TUN
1988-10-01,,,9.450048277420553,,TUN
1989-01-01,,,15.352774002224145,,TUN
1989-04-01,,,15.80884559220661,,TUN
1989-07-01,,,6.200159120765258,,TUN
1989-10-01,,,6.109578242018143,,TUN
1990-01-01,,,-2.98145073465087,,TUN
1990-04-01,,,-6.7727225619235165,,TUN
1990-07-01,,,-8.684971601797953,,TUN
1990-10-01,,,-11.428925210500251,,TUN
1991-01-01,,,-5.638260677548179,,TUN
1991-04-01,,,6.842310043910849,,TUN
1991-07-01,,,10.379104420659013,,TUN
1991-10-01,,,10.065706696490984,,TUN
1992-01-01,,,6.396380584644801,,TUN
1992-04-01,,,-6.137065168383438,,TUN
1992-07-01,,,-13.739996197258586,,TUN
1992-10-01,,,-2.6074649344051126,,TUN
1993-01-01,,,8.250517788082611,,TUN
1993-04-01,,,8.888355164705208,,TUN
1993-07-01,,,22.835844822058384,,TUN
1993-10-01,,,14.766181018742763,,TUN
1994-01-01,,,6.905811677536922,,TUN
1994-04-01,,,4.421595575010984,,TUN
1994-07-01,,,-3.4681892332789954,,TUN
1994-10-01,,,-4.35652179559608,,TUN
1995-01-01,,,-7.955463342783409,,TUN
1995-04-01,,,-9.060184583387464,,TUN
1995-07-01,,,-4.877141988035294,,TUN
1995-10-01,,,-3.9174417815194262,,TUN
1996-01-01,,,-0.2374561222382776,,TUN
1996-04-01,,,5.1279302458547615,,TUN
1996-07-01,,,3.140989198408217,,TUN
1996-10-01,,,3.7768513284341276,,TUN
1997-01-01,,,10.911035220255915,,TUN
1997-04-01,,,11.081274006594377,,TUN
1997-07-01,,,17.7242662257131,,TUN
1997-10-01,,,14.748238177918505,,TUN
1998-01-01,,,8.842373724807207,,TUN
1998-04-01,,,6.484286544875895,,TUN
1998-07-01,,,0.1580194890703268,,TUN
1998-10-01,,,-3.198338525441291,,TUN
1999-01-01,,,-2.6832404629232864,,TUN
1999-04-01,,,2.7041784010575665,,TUN
1999-07-01,,,5.454757939638255,,TUN
1999-10-01,,,11.74180893125325,,TUN
2000-01-01,,,12.564599483204098,,TUN
2000-04-01,,,13.900780659783418,,TUN
2000-07-01,,,16.058070593450434,,TUN
2000-10-01,,,19.45252070876078,,TUN
2001-01-01,,,8.809182209469203,,TUN
2001-04-01,,,7.608028103274611,,TUN
2001-07-01,,,3.96514681308191,,TUN
2001-10-01,,,0.06544202066589566,,TUN
2002-01-01,,,6.576045262754082,,TUN
2002-04-01,,,-0.6848689617386494,,TUN
2002-07-01,,,-4.858671442676377,,TUN
2002-10-01,,,-5.425840724210351,,TUN
2003-01-01,,,-10.867169047351233,,TUN
2003-04-01,,,-11.346083118793649,,TUN
2003-07-01,,,-6.38107879811759,,TUN
2003-10-01,,,-8.691221429611296,,TUN
2004-01-01,,,-7.394508378760378,,TUN
2004-04-01,,,-1.4286455092304862,,TUN
2004-07-01,,,-2.4980021138923947,,TUN
2004-10-01,,,-1.8840348639455495,,TUN
2005-01-01,,,0.8311985610726991,,TUN
2005-04-01,,,0.8338374937528314,,TUN
2005-07-01,,,4.830521918460162,,TUN
2005-10-01,,,10.256479700999343,,TUN
2006-01-01,3.32286659788208,4.120115582591875,9.875942593043053,-0.30000000000000027,TUN
2006-04-01,3.540240476451382,4.0370013289361,3.9468878802107366,2.4217961654894093,TUN
2006-07-01,3.125790130225621,2.97845560204323,0.21942545839743754,14.876957494407161,TUN
2006-10-01,2.919196740289838,2.15788643885992,-3.0041758781626404,14.314516129032251,TUN
2007-01-01,2.133894565299586,1.749420759607065,-3.3232479767790646,28.28485456369103,TUN
2007-04-01,2.667323598009101,3.444578272535932,-2.208447310964412,27.093596059113278,TUN
2007-07-01,3.356486096119908,5.375964246588077,-3.0778135695590403,12.463485881207404,TUN
2007-10-01,3.69168443543439,6.074877035025577,-6.346392483602181,10.846560846560859,TUN
2008-01-01,4.562491807315062,7.299151725545797,-8.424507658643343,9.382329945269795,TUN
2008-04-01,4.174418188041659,4.470036691567503,-9.944311853619748,13.100775193798487,TUN
2008-07-01,4.174984166278073,4.881510482544468,-5.873341469114313,14.112554112554164,TUN
2008-10-01,4.470480662614141,5.472149628851283,9.577891349611999,-3.261734287987317,TUN
2009-01-01,3.832896246573578,4.54928328241841,17.57105943152455,-22.730521801286642,TUN
2009-04-01,3.849455212563546,6.687324438820044,17.67354382765307,-25.77107607950653,TUN
2009-07-01,3.683335710567257,6.584846141725235,9.254917105734982,-15.022761760242819,TUN
2009-10-01,3.30466192966859,5.668284163720648,-4.207487106087948,1.8914473684210842,TUN
2010-01-01,3.690491010560716,5.529641592251045,-3.147819922013473,10.545790934320088,TUN
2010-04-01,3.213252934665403,4.148054598374112,6.9138373613599535,14.404432132964008,TUN
2010-07-01,3.25324568021293,4.264298244534645,11.250820582739962,6.160714285714297,TUN
2010-10-01,3.206340170294545,4.171657396350376,9.675923540625476,3.874092009685226,TUN
2011-01-01,2.952671171595319,3.40997703253903,3.7015347827147993,-5.271966527196681,TUN
2011-04-01,2.979846684635957,4.159005695923978,-6.70909873383313,6.537530266343805,TUN
2011-07-01,3.2992690394337,5.105645163293445,-5.360628205710116,-9.251471825063062,TUN
2011-10-01,3.716451972443604,5.632156405226158,2.285432423544931,-12.432012432012451,TUN
2012-01-01,4.446890770389658,8.0904981748514,6.4705882352940725,-3.886925795053009,TUN
2012-04-01,4.482399967509497,7.178291185293692,14.145240002913528,-12.348484848484853,TUN
2012-07-01,4.719188684110993,6.252291240236837,15.26139088729015,-10.75069508804447,TUN
2012-10-01,4.791554496759277,6.574922869526182,8.159000620019729,2.4844720496894235,TUN
2013-01-01,5.295675049382696,7.283754972490266,3.787845303867443,6.709558823529438,TUN
2013-04-01,5.759755288066404,7.807121373568066,3.660689596494615,3.1979256698357883,TUN
2013-07-01,5.151407560001625,6.487788450395708,3.149966711051966,7.1651090342679025,TUN
2013-10-01,5.067791164984874,7.190873226564313,5.48407643312101,-4.155844155844135,TUN
2014-01-01,4.374564766375839,4.484496196474553,2.372029639724027,-2.670111972437572,TUN
2014-04-01,4.272026433062827,4.616503198824753,-0.11285755324829116,-3.2663316582914548,TUN
2014-07-01,5.06818776722456,6.087255410758182,4.982048489249236,2.422480620155043,TUN
2014-10-01,4.777039473137247,4.620486854802759,10.532777811323779,4.426377597109288,TUN
2015-01-01,5.145745592875785,6.451146734126978,20.662257165439478,-2.566371681415913,TUN
2015-04-01,4.821471230351339,5.319724509929727,19.714866780336493,-6.147186147186135,TUN
2015-07-01,3.797214749265703,3.226571305634076,12.976483246234283,-14.853358561967845,TUN
2015-10-01,4.015226772489407,3.153630799609652,9.813169203875049,-2.941176470588236,TUN
2016-01-01,3.202192093074849,1.228691344091316,5.081707232986288,-1.725703905540421,TUN
2016-04-01,3.425702317856159,2.713589338190766,6.766078660168895,-1.7527675276752808,TUN
2016-07-01,3.784786398902485,3.705708503574354,12.674738954457299,1.4444444444444482,TUN
2016-10-01,4.09119346726434,3.209823760986165,13.30735428239782,-3.297682709447436,TUN
2017-01-01,4.722897032659712,5.229879386679853,13.413713910761182,-9.42698706099815,TUN
2017-04-01,4.886467147697303,4.556748295007712,16.898375094424487,-1.3145539906103232,TUN
2017-07-01,5.614139440857292,5.004423829582036,11.333484265338466,12.15772179627599,TUN
2017-10-01,5.984841053499817,7.722981384081511,9.318015512951817,6.543778801843336,TUN
2018-01-01,6.888666647925865,7.510154325482804,5.78995328116636,22.551020408163257,TUN
2018-04-01,7.557018448958356,8.588412010723324,3.738330606464757,10.180780209324446,TUN
2018-07-01,7.324248222309866,6.845159370317547,10.929450680548758,-6.0546875,TUN
2018-10-01,7.449961230827977,6.101754940223007,16.74632180676603,-0.17301038062284002,TUN
2019-01-01,7.155134072458859,7.607030480279017,24.79081214109926,-5.245628642797662,TUN
2019-04-01,6.893136449820317,6.616852083218443,18.582675078195376,-7.426597582037986,TUN
2019-07-01,6.601782853253957,7.067418412328819,5.138953388898404,6.652806652806653,TUN
2019-10-01,6.256629066998465,6.229044949921285,-2.1214136641974246,-3.032928942807611,TUN
2020-01-01,5.916376478740326,4.445330352282411,-6.385309843106334,-5.5360281195079075,TUN
2020-04-01,6.095596133190147,5.059203444563992,-3.1741419199087795,-29.384328358208954,TUN
2020-07-01,5.492172990183074,4.402684563758334,-3.3894758865990138,-9.454191033138404,TUN
2020-10-01,5.056033359395387,4.748087575837509,-3.59084305731292,0.9830205540660941,TUN
2021-01-01,4.866117404737383,4.590248962655603,-4.003791957305358,0.46511627906977715,TUN
2021-04-01,5.239179954441913,5.993852459016395,-4.118522964690152,42.53632760898283,TUN
2021-07-01,6.237424547283729,7.559784006171254,1.1056969259459537,3.9827771797632083,TUN
2021-10-01,6.450012403869956,7.177033492822965,4.767228494003017,-0.26548672566369946,TUN
2022-01-01,6.972747360667762,8.405653359781802,6.561574192604502,6.01851851851849,TUN
2022-04-01,7.792207792207792,8.796520057999084,11.14187684343586,-0.6487488415199305,TUN
2022-07-01,8.664772727272727,11.95314367678702,13.983625675321898,5.900621118012395,TUN
2022-10-01,9.718014448846423,14.21522556390972,12.420256570858545,0.0,TUN
2023-01-01,10.30525591002986,15.16468435498628,6.5465362393455795,4.628820960698721,TUN
2023-04-01,9.683177153056691,15.57085739671252,0.021663778162928082,15.298507462686528,TUN
2023-07-01,9.084967320261438,14.47789878283152,-2.7822727984548656,8.993157380254168,TUN
2023-10-01,8.326253186066292,12.36371117054108,-2.8569365056437035,16.14906832298133,TUN
2024-01-01,7.594673325010424,10.80436941410133,0.26308159824757205,7.095158597662765,TUN
2024-04-01,8.034987794955207,9.64827983855472,1.727312107429091,-0.3236245954691852,TUN
2024-07-01,6.750549231076513,9.028166386868104,-0.9933419243986275,1.7937219730941534,TUN
2024-10-01,6.490196078431353,8.330281948004355,-0.8082588977515015,-5.882352941176416,TUN
2025-01-01,5.840263005221387,7.277289836888312,1.595767467763376,-8.028059236165241,TUN
2025-04-01,4.688382602146489,6.80105170902715,-4.764997072443711,9.172077922077882,TUN
2025-07-01,5.182413470533189,5.868263473053927,-5.260588969033031,7.577092511013217,TUN
2025-10-01,4.916221690296447,5.847557884062904,,,TUN
