country_add,dates,moisture_a12m
MAR,01-Apr-2016,-0.000118825131812613
MAR,01-Jul-2016,-0.000131075213930653
MAR,01-Oct-2016,-6.69565200769163e-05
MAR,01-Jan-2017,-5.45100164453255e-05
MAR,01-Apr-2017,-8.22598203563598e-05
MAR,01-Jul-2017,-8.86733775243326e-05
MAR,01-Oct-2017,-0.000154008186489651
MAR,01-Jan-2018,-7.15758911760481e-05
MAR,01-Apr-2018,-1.89897973332546e-05
MAR,01-Jul-2018,-9.52844449284747e-06
MAR,01-Oct-2018,-4.48001096746328e-07
MAR,01-Jan-2019,-2.78466186615821e-05
MAR,01-Apr-2019,-7.31153822126161e-05
MAR,01-Jul-2019,-8.65522955719198e-05
MAR,01-Oct-2019,-0.000134463596204033
MAR,01-Jan-2020,-0.000138917003380586
MAR,01-Apr-2020,-9.89444527668381e-05
MAR,01-Jul-2020,-9.1202922089145e-05
MAR,01-Oct-2020,-9.46567932656506e-05
MAR,01-Jan-2021,-1.93848731849852e-05
MAR,01-Apr-2021,-2.81238256299689e-05
MAR,01-Jul-2021,-2.9848919284381e-05
MAR,01-Oct-2021,-4.9365044995901e-05
MAR,01-Jan-2022,-0.000125953582137724
MAR,01-Apr-2022,-0.000143324882012196
MAR,01-Jul-2022,-0.000148226528102365
MAR,01-Oct-2022,-0.000122656295623247
MAR,01-Jan-2023,-0.000126215732784594
MAR,01-Apr-2023,-0.000121833525084068
MAR,01-Jul-2023,-0.000129550643826586
MAR,01-Oct-2023,-0.000168380987272615
MAR,01-Jan-2024,-0.000103440666912868
MAR,01-Apr-2024,-0.000120526146351448
MAR,01-Jul-2024,-0.000113613430541614
MAR,01-Oct-2024,-9.71719367355066e-05
MAR,NaT,NaN
MAR,NaT,NaN
MAR,NaT,NaN
MEX,01-Jan-1997,-8.98987759547562e-06
MEX,01-Apr-1997,-8.32598805146561e-06
MEX,01-Jul-1997,-1.82057006870036e-05
MEX,01-Oct-1997,-1.11206063909837e-05
MEX,01-Jan-1998,-1.88840270441833e-05
MEX,01-Apr-1998,-5.83585959883509e-05
MEX,01-Jul-1998,-2.5944095134869e-05
MEX,01-Oct-1998,-2.55206749160812e-05
MEX,01-Jan-1999,-2.5278853346245e-05
MEX,01-Apr-1999,-1.21298315294417e-05
MEX,01-Jul-1999,-1.770644468427e-05
MEX,01-Oct-1999,-3.0548227930204e-05
MEX,01-Jan-2000,-3.03576573125383e-05
MEX,01-Apr-2000,-1.61397284235291e-05
MEX,01-Jul-2000,-4.05895464831343e-05
MEX,01-Oct-2000,-3.32274611298167e-05
MEX,01-Jan-2001,-2.8647837109973e-05
MEX,01-Apr-2001,-4.07652717275506e-05
MEX,01-Jul-2001,-2.2045205989485e-05
MEX,01-Oct-2001,-3.063766035618e-05
MEX,01-Jan-2002,-3.02038493999549e-05
MEX,01-Apr-2002,-3.51959115017868e-05
MEX,01-Jul-2002,-4.13107142432369e-05
MEX,01-Oct-2002,-2.93006498875696e-05
MEX,01-Jan-2003,-3.2471708805926e-05
MEX,01-Apr-2003,-3.30686717610654e-05
MEX,01-Jul-2003,-2.54161355910361e-05
MEX,01-Oct-2003,-2.81898384784998e-05
MEX,01-Jan-2004,-1.85883626800578e-05
MEX,01-Apr-2004,-1.70286453181593e-05
MEX,01-Jul-2004,-2.33037853342698e-05
MEX,01-Oct-2004,-2.42860420360286e-05
MEX,01-Jan-2005,-2.67074555403744e-05
MEX,01-Apr-2005,-4.60436137258537e-05
MEX,01-Jul-2005,-3.49891852163985e-05
MEX,01-Oct-2005,-3.68959540605496e-05
MEX,01-Jan-2006,-4.95930642766248e-05
MEX,01-Apr-2006,-3.47143369882898e-05
MEX,01-Jul-2006,-1.94268878367779e-05
MEX,01-Oct-2006,-6.9507976031297e-06
MEX,01-Jan-2007,-4.02849123998123e-06
MEX,01-Apr-2007,-5.98444780045186e-06
MEX,01-Jul-2007,-7.96455302196267e-06
MEX,01-Oct-2007,-1.34262380265066e-05
MEX,01-Jan-2008,-1.92126684615872e-05
MEX,01-Apr-2008,-1.92819532002831e-05
MEX,01-Jul-2008,-4.68941451586961e-06
MEX,01-Oct-2008,-7.64188967369913e-06
MEX,01-Jan-2009,-6.86735800330966e-06
MEX,01-Apr-2009,-9.33744191480264e-06
MEX,01-Jul-2009,-5.13465896199684e-05
MEX,01-Oct-2009,-3.21979769130465e-05
MEX,01-Jan-2010,-1.04072413015526e-05
MEX,01-Apr-2010,-1.48547713652999e-05
MEX,01-Jul-2010,-1.61037400407819e-06
MEX,01-Oct-2010,-9.16416561900926e-06
MEX,01-Jan-2011,-2.69117036937389e-05
MEX,01-Apr-2011,-3.28005786323687e-05
MEX,01-Jul-2011,-6.42835446138824e-05
MEX,01-Oct-2011,-5.16842236884374e-05
MEX,01-Jan-2012,-3.81319545981228e-05
MEX,01-Apr-2012,-2.92644956235177e-05
MEX,01-Jul-2012,-2.98557204051992e-05
MEX,01-Oct-2012,-3.39244758378363e-05
MEX,01-Jan-2013,-4.18239972151108e-05
MEX,01-Apr-2013,-4.38696033456138e-05
MEX,01-Jul-2013,-1.64254639825711e-05
MEX,01-Oct-2013,-4.18455079001302e-06
MEX,01-Jan-2014,-4.10478849785646e-06
MEX,01-Apr-2014,-2.53213214832113e-06
MEX,01-Jul-2014,-3.92037369258565e-06
MEX,01-Oct-2014,-6.73436185039062e-06
MEX,01-Jan-2015,-1.9094612106858e-06
MEX,01-Apr-2015,-4.36994063306723e-06
MEX,01-Jul-2015,-1.10118984464342e-05
MEX,01-Oct-2015,-7.27911117952671e-06
MEX,01-Jan-2016,-1.27792614224203e-05
MEX,01-Apr-2016,-1.5308331725903e-05
MEX,01-Jul-2016,-4.58318976069959e-06
MEX,01-Oct-2016,-1.34910124778387e-05
MEX,01-Jan-2017,-1.51017575478837e-05
MEX,01-Apr-2017,-2.01220322593179e-05
MEX,01-Jul-2017,-1.49593132145901e-05
MEX,01-Oct-2017,-1.65967578870002e-05
MEX,01-Jan-2018,-1.49477303730618e-05
MEX,01-Apr-2018,-7.53012914735666e-06
MEX,01-Jul-2018,-1.68800440864788e-05
MEX,01-Oct-2018,-9.16732296494092e-06
MEX,01-Jan-2019,-1.11522618816923e-05
MEX,01-Apr-2019,-1.93750279309831e-05
MEX,01-Jul-2019,-2.56609667577019e-05
MEX,01-Oct-2019,-2.69605290739788e-05
MEX,01-Jan-2020,-2.06580178449967e-05
MEX,01-Apr-2020,-1.63668423495879e-05
MEX,01-Jul-2020,-8.68649829352423e-06
MEX,01-Oct-2020,-3.87910416846402e-05
MEX,01-Jan-2021,-5.22142608585414e-05
MEX,01-Apr-2021,-3.20374268952561e-05
MEX,01-Jul-2021,-1.41243491076003e-05
MEX,01-Oct-2021,-1.06527686086776e-05
MEX,01-Jan-2022,-1.13648109814084e-05
MEX,01-Apr-2022,-1.90018301176708e-05
MEX,01-Jul-2022,-2.68670135095457e-05
MEX,01-Oct-2022,-2.88917464387609e-05
MEX,01-Jan-2023,-2.95350836226792e-05
MEX,01-Apr-2023,-4.16013527153961e-05
MEX,01-Jul-2023,-8.40585425589863e-05
MEX,01-Oct-2023,-6.16156024690055e-05
MEX,01-Jan-2024,-5.93903966029647e-05
MEX,01-Apr-2024,-5.00078743895204e-05
MEX,01-Jul-2024,-1.49338750621446e-05
MEX,01-Oct-2024,-2.68815825815242e-05
MEX,NaT,NaN
MEX,NaT,NaN
MEX,NaT,NaN
NGA,01-Jan-1997,-3.94671234660128e-05
NGA,01-Apr-1997,-3.36663139741523e-05
NGA,01-Jul-1997,-6.46375990169566e-05
NGA,01-Oct-1997,-5.24128908403717e-05
NGA,01-Jan-1998,-7.09004597735827e-05
NGA,01-Apr-1998,-0.000158133711563608
NGA,01-Jul-1998,-4.73592858391972e-05
NGA,01-Oct-1998,-5.84144660360848e-05
NGA,01-Jan-1999,-2.54620137918345e-05
NGA,01-Apr-1999,-9.23488045591812e-06
NGA,01-Jul-1999,-2.43511780593667e-06
NGA,01-Oct-1999,-3.89411647165588e-06
NGA,01-Jan-2000,-6.48167863907665e-06
NGA,01-Apr-2000,-6.37067444707237e-06
NGA,01-Jul-2000,-5.85958200750461e-05
NGA,01-Oct-2000,-9.98364273499632e-05
NGA,01-Jan-2001,-9.4261040037354e-05
NGA,01-Apr-2001,-9.20263048625042e-05
NGA,01-Jul-2001,-8.58429665033507e-05
NGA,01-Oct-2001,-0.000109736416758697
NGA,01-Jan-2002,-8.81972753370727e-05
NGA,01-Apr-2002,-0.00013433076411369
NGA,01-Jul-2002,-0.000172427239652303
NGA,01-Oct-2002,-0.00010199086701621
NGA,01-Jan-2003,-0.000119096169141067
NGA,01-Apr-2003,-7.79158865559892e-05
NGA,01-Jul-2003,-8.64036721275817e-05
NGA,01-Oct-2003,-9.09446279270256e-05
NGA,01-Jan-2004,-9.39902058758343e-05
NGA,01-Apr-2004,-8.4596454520901e-05
NGA,01-Jul-2004,-7.81885276248467e-05
NGA,01-Oct-2004,-0.000133398010069749
NGA,01-Jan-2005,-0.000142749293441
NGA,01-Apr-2005,-0.00014091938229771
NGA,01-Jul-2005,-0.000147722342874796
NGA,01-Oct-2005,-0.000133219900537484
NGA,01-Jan-2006,-0.000135043900648591
NGA,01-Apr-2006,-0.000173469510558677
NGA,01-Jul-2006,-0.000155519753054547
NGA,01-Oct-2006,-0.000156840042378495
NGA,01-Jan-2007,-0.000170448648593317
NGA,01-Apr-2007,-0.000182405438368401
NGA,01-Jul-2007,-0.000125652654272147
NGA,01-Oct-2007,-0.000113553355681438
NGA,01-Jan-2008,-9.86246711726102e-05
NGA,01-Apr-2008,-6.9615704831272e-05
NGA,01-Jul-2008,-4.69134293366569e-05
NGA,01-Oct-2008,-3.40878093772079e-05
NGA,01-Jan-2009,-2.40113790695411e-05
NGA,01-Apr-2009,-2.12222948265892e-05
NGA,01-Jul-2009,-0.000108257530015116
NGA,01-Oct-2009,-9.00531137835536e-05
NGA,01-Jan-2010,-0.000120487544015453
NGA,01-Apr-2010,-0.000146221111249849
NGA,01-Jul-2010,-4.52945264209736e-05
NGA,01-Oct-2010,-2.58615834834665e-05
NGA,01-Jan-2011,-1.44155694792902e-05
NGA,01-Apr-2011,-1.87682649952992e-05
NGA,01-Jul-2011,-7.72948278308095e-05
NGA,01-Oct-2011,-0.000120283069647471
NGA,01-Jan-2012,-0.000129545323011382
NGA,01-Apr-2012,-4.77295625246285e-05
NGA,01-Jul-2012,-9.90041830960271e-06
NGA,01-Oct-2012,-5.29392334150971e-06
NGA,01-Jan-2013,-4.81712340100753e-06
NGA,01-Apr-2013,-1.16484636319528e-05
NGA,01-Jul-2013,-4.43246826618541e-05
NGA,01-Oct-2013,-4.23656732304119e-05
NGA,01-Jan-2014,-3.08811937901103e-05
NGA,01-Apr-2014,-1.47818148387522e-05
NGA,01-Jul-2014,-2.36926755631065e-06
NGA,01-Oct-2014,-2.96156889394211e-06
NGA,01-Jan-2015,-4.4579723090777e-06
NGA,01-Apr-2015,-7.92674557284633e-05
NGA,01-Jul-2015,-9.94909653954198e-05
NGA,01-Oct-2015,-0.000109174272517483
NGA,01-Jan-2016,-0.000100601444693392
NGA,01-Apr-2016,-4.4342574224217e-06
NGA,01-Jul-2016,-3.25430675148588e-06
NGA,01-Oct-2016,-6.78250853827442e-06
NGA,01-Jan-2017,-1.21486073691176e-05
NGA,01-Apr-2017,-1.83922458086138e-05
NGA,01-Jul-2017,-3.97034201036157e-05
NGA,01-Oct-2017,-5.76984687487116e-05
NGA,01-Jan-2018,-5.25868395924216e-05
NGA,01-Apr-2018,-0.000104000189705297
NGA,01-Jul-2018,-5.61652385094016e-05
NGA,01-Oct-2018,-2.8247594169711e-05
NGA,01-Jan-2019,-1.78152803558273e-05
NGA,01-Apr-2019,-5.68861231428986e-06
NGA,01-Jul-2019,-7.70179116881528e-06
NGA,01-Oct-2019,-5.89781884778512e-07
NGA,01-Jan-2020,-1.47394783750338e-06
NGA,01-Apr-2020,-9.70720600068887e-06
NGA,01-Jul-2020,-2.39560726019282e-05
NGA,01-Oct-2020,-0.000108808593795767
NGA,01-Jan-2021,-0.000119611269472632
NGA,01-Apr-2021,-0.00017868840774695
NGA,01-Jul-2021,-0.000181070772255936
NGA,01-Oct-2021,-0.000181648986120602
NGA,01-Jan-2022,-0.000192890449391445
NGA,01-Apr-2022,-0.000109157205408758
NGA,01-Jul-2022,-9.25754455131397e-05
NGA,01-Oct-2022,-0.000102146354943631
NGA,01-Jan-2023,-8.91140661392863e-05
NGA,01-Apr-2023,-8.05991563123967e-05
NGA,01-Jul-2023,-9.9392855509768e-05
NGA,01-Oct-2023,-7.10895812847941e-05
NGA,01-Jan-2024,-8.4272846519842e-05
NGA,01-Apr-2024,-0.000144364854253777
NGA,01-Jul-2024,-0.000129931274354624
NGA,01-Oct-2024,-0.000143847580087663
NGA,NaT,NaN
NGA,NaT,NaN
NGA,NaT,NaN
PAK,01-Jan-1997,-7.08764979965576e-05
PAK,01-Apr-1997,-5.7200350993953e-05
PAK,01-Jul-1997,-3.20468325963469e-05
PAK,01-Oct-1997,-2.18892748076829e-05
PAK,01-Jan-1998,-2.33071036448484e-05
PAK,01-Apr-1998,-2.55963312922821e-05
PAK,01-Jul-1998,-2.97745256515969e-05
PAK,01-Oct-1998,-4.98782521675389e-05
PAK,01-Jan-1999,-4.01369810226108e-05
PAK,01-Apr-1999,-4.90443062156413e-05
PAK,01-Jul-1999,-7.71374249630691e-05
PAK,01-Oct-1999,-7.16447881662415e-05
PAK,01-Jan-2000,-9.4910923691161e-05
PAK,01-Apr-2000,-0.000106446795742368
PAK,01-Jul-2000,-0.000119380068676284
PAK,01-Oct-2000,-0.000118271951280629
PAK,01-Jan-2001,-0.00014017641035882
PAK,01-Apr-2001,-8.50410429403354e-05
PAK,01-Jul-2001,-3.94144390604205e-05
PAK,01-Oct-2001,-4.08020441711798e-05
PAK,01-Jan-2002,-2.46852681585147e-05
PAK,01-Apr-2002,-6.42285347659092e-05
PAK,01-Jul-2002,-0.00012293597773296
PAK,01-Oct-2002,-0.000113423516810734
PAK,01-Jan-2003,-7.80852920262555e-05
PAK,01-Apr-2003,-8.85674266279355e-05
PAK,01-Jul-2003,-1.71475498397178e-05
PAK,01-Oct-2003,-2.12800314831064e-05
PAK,01-Jan-2004,-4.46303885892311e-05
PAK,01-Apr-2004,-3.15731670576554e-05
PAK,01-Jul-2004,-0.000110861216289637
PAK,01-Oct-2004,-8.2674821629598e-05
PAK,01-Jan-2005,-3.48285048260936e-05
PAK,01-Apr-2005,-4.26676297298128e-05
PAK,01-Jul-2005,-2.20249877325474e-05
PAK,01-Oct-2005,-4.09657388585806e-05
PAK,01-Jan-2006,-8.25893265851979e-05
PAK,01-Apr-2006,-8.75434402445329e-05
PAK,01-Jul-2006,-4.46895387217179e-05
PAK,01-Oct-2006,-2.23670877287759e-05
PAK,01-Jan-2007,-2.97501243473506e-06
PAK,01-Apr-2007,-1.4623385650463e-07
PAK,01-Jul-2007,-2.93590142908491e-06
PAK,01-Oct-2007,-1.23208037474751e-05
PAK,01-Jan-2008,-4.24203960552879e-05
PAK,01-Apr-2008,-2.85413471251526e-05
PAK,01-Jul-2008,-2.066796720899e-05
PAK,01-Oct-2008,-1.04506093997285e-05
PAK,01-Jan-2009,-4.05891583556682e-06
PAK,01-Apr-2009,-2.23670416137974e-05
PAK,01-Jul-2009,-5.62939152533892e-05
PAK,01-Oct-2009,-7.03495358371337e-05
PAK,01-Jan-2010,-7.93220145010879e-05
PAK,01-Apr-2010,-8.75952234010391e-05
PAK,01-Jul-2010,-1.49267314369069e-05
PAK,01-Oct-2010,-1.43846957708076e-05
PAK,01-Jan-2011,-8.08147161388912e-06
PAK,01-Apr-2011,-2.1583872227357e-06
PAK,01-Jul-2011,-3.1485166945239e-05
PAK,01-Oct-2011,-3.03664996936567e-05
PAK,01-Jan-2012,-4.4082089017548e-05
PAK,01-Apr-2012,-6.48023291459901e-05
PAK,01-Jul-2012,-6.32437628997786e-05
PAK,01-Oct-2012,-5.20332690062301e-05
PAK,01-Jan-2013,-2.16061645454609e-05
PAK,01-Apr-2013,-5.14416556705665e-06
PAK,01-Jul-2013,-6.62096995835927e-06
PAK,01-Oct-2013,-1.04302189823355e-05
PAK,01-Jan-2014,-2.22399502033985e-05
PAK,01-Apr-2014,-2.42018177509894e-05
PAK,01-Jul-2014,-4.26516663987178e-05
PAK,01-Oct-2014,-3.9102839600629e-05
PAK,01-Jan-2015,-2.23497840311663e-05
PAK,01-Apr-2015,-1.60587123377312e-05
PAK,01-Jul-2015,-2.98726641546418e-06
PAK,01-Oct-2015,-1.8354394021794e-06
PAK,01-Jan-2016,-2.61795412325505e-06
PAK,01-Apr-2016,-1.12035556608312e-05
PAK,01-Jul-2016,-2.61483376216464e-05
PAK,01-Oct-2016,-4.73999419714322e-05
PAK,01-Jan-2017,-5.48149018154947e-05
PAK,01-Apr-2017,-4.03463182583456e-05
PAK,01-Jul-2017,-4.25409883497039e-05
PAK,01-Oct-2017,-3.44940827639269e-05
PAK,01-Jan-2018,-5.48256800038032e-05
PAK,01-Apr-2018,-5.70028257274969e-05
PAK,01-Jul-2018,-7.97766832336332e-05
PAK,01-Oct-2018,-8.1596205862846e-05
PAK,01-Jan-2019,-4.12341011035742e-05
PAK,01-Apr-2019,-4.12677304542154e-05
PAK,01-Jul-2019,-2.0111413814739e-05
PAK,01-Oct-2019,-1.56075188502442e-05
PAK,01-Jan-2020,-7.94491397728378e-06
PAK,01-Apr-2020,-4.69165846624025e-06
PAK,01-Jul-2020,-1.72400228979073e-06
PAK,01-Oct-2020,-3.52930260399847e-06
PAK,01-Jan-2021,-1.53934427103002e-05
PAK,01-Apr-2021,-3.55611848584141e-05
PAK,01-Jul-2021,-7.52720842322543e-05
PAK,01-Oct-2021,-7.91573029811966e-05
PAK,01-Jan-2022,-6.6486426634035e-05
PAK,01-Apr-2022,-6.13786083810992e-05
PAK,01-Jul-2022,-2.46871780967701e-05
PAK,01-Oct-2022,-2.6273331427355e-05
PAK,01-Jan-2023,-3.57661452088263e-05
PAK,01-Apr-2023,-2.31977977545143e-05
PAK,01-Jul-2023,-3.83515471712044e-05
PAK,01-Oct-2023,-3.60612038876453e-05
PAK,01-Jan-2024,-3.25164212210505e-05
PAK,01-Apr-2024,-4.36033471092487e-05
PAK,01-Jul-2024,-1.390290907926e-05
PAK,01-Oct-2024,-2.23933524657625e-05
PAK,NaT,NaN
PAK,NaT,NaN
PAK,NaT,NaN
PER,01-Jan-1997,-4.4373971185055e-06
PER,01-Apr-1997,-4.81352657172143e-06
PER,01-Jul-1997,-4.90786998948833e-06
PER,01-Oct-1997,-3.18692065964822e-06
PER,01-Jan-1998,-2.23966279623659e-06
PER,01-Apr-1998,-1.80325790216155e-06
PER,01-Jul-1998,-3.03371259158904e-06
PER,01-Oct-1998,-3.1518627040462e-06
PER,01-Jan-1999,-2.74964218598326e-06
PER,01-Apr-1999,-2.72785134466512e-06
PER,01-Jul-1999,-1.52399053506551e-06
PER,01-Oct-1999,-1.69104678926878e-06
PER,01-Jan-2000,-1.53760958976085e-06
PER,01-Apr-2000,-1.55223059135214e-06
PER,01-Jul-2000,-1.46102830294189e-06
PER,01-Oct-2000,-1.73232001668267e-06
PER,01-Jan-2001,-1.39183920625842e-06
PER,01-Apr-2001,-1.65155091742676e-06
PER,01-Jul-2001,-1.80101602190287e-06
PER,01-Oct-2001,-1.14540292205892e-06
PER,01-Jan-2002,-1.66660889122675e-06
PER,01-Apr-2002,-1.42766121742021e-06
PER,01-Jul-2002,-1.50194371698301e-06
PER,01-Oct-2002,-1.20735343021015e-06
PER,01-Jan-2003,-1.89290638364679e-06
PER,01-Apr-2003,-2.90829475998133e-06
PER,01-Jul-2003,-3.2941127983621e-06
PER,01-Oct-2003,-4.7907099834652e-06
PER,01-Jan-2004,-5.88947939983408e-06
PER,01-Apr-2004,-6.47932332687601e-06
PER,01-Jul-2004,-5.62244716803792e-06
PER,01-Oct-2004,-4.32030603859299e-06
PER,01-Jan-2005,-3.12491604567753e-06
PER,01-Apr-2005,-3.50160459969556e-06
PER,01-Jul-2005,-5.29688305509019e-06
PER,01-Oct-2005,-6.45415047196926e-06
PER,01-Jan-2006,-4.78666866869588e-06
PER,01-Apr-2006,-4.08767435294803e-06
PER,01-Jul-2006,-3.34876650590292e-06
PER,01-Oct-2006,-2.53615658924448e-06
PER,01-Jan-2007,-4.16412844219875e-06
PER,01-Apr-2007,-3.26883408437104e-06
PER,01-Jul-2007,-2.72878175324683e-06
PER,01-Oct-2007,-3.40234525013517e-06
PER,01-Jan-2008,-1.40084075212826e-06
PER,01-Apr-2008,-2.37508766303402e-06
PER,01-Jul-2008,-3.43426484109154e-06
PER,01-Oct-2008,-3.24070051374456e-06
PER,01-Jan-2009,-2.58497380068462e-06
PER,01-Apr-2009,-2.06603907134928e-06
PER,01-Jul-2009,-1.67067531327479e-06
PER,01-Oct-2009,-1.61667765665048e-06
PER,01-Jan-2010,-2.58203092922464e-06
PER,01-Apr-2010,-2.44187812545494e-06
PER,01-Jul-2010,-3.01342025005079e-06
PER,01-Oct-2010,-4.5015396338025e-06
PER,01-Jan-2011,-5.25302396787772e-06
PER,01-Apr-2011,-5.3866230579986e-06
PER,01-Jul-2011,-4.50659013684248e-06
PER,01-Oct-2011,-3.54229878837222e-06
PER,01-Jan-2012,-7.5152296279087e-07
PER,01-Apr-2012,-5.08191408288443e-07
PER,01-Jul-2012,-6.97090786960295e-07
PER,01-Oct-2012,-1.68953980109303e-07
PER,01-Jan-2013,-1.03675178864986e-06
PER,01-Apr-2013,-1.59275911325905e-06
PER,01-Jul-2013,-1.42599180744959e-06
PER,01-Oct-2013,-1.686977276653e-06
PER,01-Jan-2014,-2.32298674731073e-06
PER,01-Apr-2014,-2.50332157066784e-06
PER,01-Jul-2014,-2.39322515635812e-06
PER,01-Oct-2014,-2.22193670961179e-06
PER,01-Jan-2015,-8.76964094025528e-07
PER,01-Apr-2015,-4.55831376559904e-07
PER,01-Jul-2015,-4.80054600697852e-07
PER,01-Oct-2015,-6.22816601879266e-07
PER,01-Jan-2016,-1.35599309892061e-06
PER,01-Apr-2016,-2.26962955305981e-06
PER,01-Jul-2016,-2.53101493521016e-06
PER,01-Oct-2016,-2.9155416512726e-06
PER,01-Jan-2017,-5.782891928279e-07
PER,01-Apr-2017,-2.27758521553929e-07
PER,01-Jul-2017,-1.49253808638658e-07
PER,01-Oct-2017,-4.53183276733744e-07
PER,01-Jan-2018,-1.31925466159139e-06
PER,01-Apr-2018,-2.61556217783456e-06
PER,01-Jul-2018,-2.78768543092886e-06
PER,01-Oct-2018,-2.1914707112242e-06
PER,01-Jan-2019,-9.40466034121532e-07
PER,01-Apr-2019,-8.81613318387758e-07
PER,01-Jul-2019,-1.22593716712593e-06
PER,01-Oct-2019,-9.48271856044594e-07
PER,01-Jan-2020,-2.55698583451261e-06
